"Country Name","Country Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Turkmenistan","TKM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30638649932.7967","29227659458.303","24853451861.5166","25226253682.664","20862146993.2166","19360063869.8988","20657186631.4784","18302267308.4614","19601728350.2973","22836013429.5441","24084929649.3187","25131141833.6894","25195774085.4105","26019380744.515","27320455794.4987","30883142515.0994","34270126251.2263","38060162142.2507","43655005977.1616","46317961391.909","50579213834.4319","58014358231.6118","64453951973.0168","71028255139.6201","78344165398.0803","83436536078.0671","",
"Turks and Caicos Islands","TCA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tuvalu","TUV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21333030.907868","22102975.1896254","22719397.6786864","23653321.9175898","26085708.2045186","24780265.2887128","23303024.1763182","25634077.9572211","29607672.7701681","29144670.5382264","28861792.4202024","29333425.1762044","31646710.2311008","30591755.5841986","30178099.6427664","29037448.9687241","29658542.0943354","31542027.051028","34060109.3650969","32550275.3324274","31661839.0321006","34338316.8465706","34398222.8371069","34844776.3055454","35623858.7892491","36565093.5897095","",
"Uganda","UGA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13613861301.3181","14369988158.6763","14861205639.2098","16098593092.8027","17129488354.2523","19103361060.4176","20836439864.8186","21899098686.2347","22973307615.3775","24823565951.1164","25603499391.3384","26930698036.2569","29282471269.8191","31178001380.5183","33300360686.57","35409127711.0129","39227911623.9711","42527930647.1515","46231582616.0196","49358938406.3144","52159660639.0429","57059586636.0315","59247414801.704","61356078258.6293","64536672413.8946","67856334117.2492","",
"Ukraine","UKR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","542995809985.357","497326366082.622","449090688889.827","385202567489.259","296860035262.927","260643110895.209","234578799872.194","227541435812.515","223218148567.824","222771712276.408","235915243299.818","257619445701.624","271015656803.621","296491128571.161","332366555154.708","341340452061.716","366258305176.147","395192714090.521","404282146479.787","344448388739.992","358915221129.055","378531847053.314","379435331807.793","379333910074.22","354477604622.423","319491429433.531","",
"United Arab Emirates","ARE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","207446042374.442","209230248329.755","216228884793.029","218955943924.092","234055471065.361","249708835250.011","264187962469.82","285826009787.23","286660605569.141","294980108792.537","326993427459.775","331568343545.314","339636915994.235","369526801416.005","404877348750.762","424534715700.418","466297553229.818","481146286697.324","496503688390.757","470472387748.485","478166723968.765","503068685411.632","537240237741.734","562645776803.703","579974615919.951","601767990622.548","",
"United Kingdom","GBR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1532481139970.51","1515332920400.61","1520786185584.09","1558912503228.02","1619477419661.55","1660067562059.29","1702378275303.19","1755614682070.6","1811632473192.07","1871114675470.54","1941187217333.24","1994106064500.39","2041909737913.92","2112687207515.65","2166093344479","2230471713750.71","2286300611664.18","2344734319648.09","2330028024040.39","2229190524953.86","2271883131066.39","2306167251137.31","2336447656055.53","2381099002786.65","2454210261787.93","2508061255926.25","",
"United States","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9251560141786.87","9244706166872.25","9573392093792.42","9836263723828.64","10233416979326.2","10511661109359.1","10910671280310.2","11400235991240.1","11907536342454.5","12465428188541.1","12975535505116","13102174374501.4","13336195938663","13710513079778.6","14229557848352.8","14705567303239.4","15097709758825.3","15366233131464.9","15321421898260.6","14896171302291.4","15273330534513","15517926000000","15863049462118.7","16129125392354.4","16511459482557.4","16940121414373.4","",
"Uruguay","URY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30604531168.5537","31687566920.236","34200894306.3542","35109798840.1721","37666263597.4173","37121007155.7067","39191601254.0885","42541575183.0064","44463982200.4932","43601731262.0509","42760248090.9754","41116488580.2307","37937358718.0211","38242862166.4545","40156596317.4643","43152331451.8578","44920963140.1066","47859472816.8147","51293937820.6379","53470593085.6858","57643122516.3077","60618737180.8227","62763536432.1202","65674219687.9447","67801270546.5163","68467254386.5227","",
"Uzbekistan","UZB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62986674498.5674","62676780057.5461","55656980692.7124","54376870133.6299","51549272891.0678","51085329431.8421","51953780034.0355","54655376594.4177","57005557787.9777","59456796774.5392","61716155048.0215","64308233565.0629","66880562905.6512","69689546546.6926","75055641629.0981","80309536546.8838","86172132712.7193","94721402573.4454","103246328805.335","111609281434.231","121096070356.98","131147044195.496","141901101820.769","153253189967.997","165666698358.432","178920034222.406","",
"Vanuatu","VUT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","373812289.899578","385547459.715859","395540913.565013","398510397.844317","434601042.616335","438998163.333952","449220038.769429","471291296.642901","491563731.62887","493209429.073814","522417511.133698","504192935.72488","478422532.772211","498963274.955394","518845738.160598","546359361.369763","592609554.748395","623268288.630118","663459877.341069","685439080.994646","696605442.917373","705126498.576747","717499705.292432","731628322.616058","748682624.286249","742684971.375788","",
"Venezuela, RB","VEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","287018846601.887","314945458849.547","334032644174.545","334952530518.993","327082794258.626","340008003115.676","339335340609.875","360954162379.544","362015566721.131","340401578826.557","352951994981.059","364932019037.874","332614926354.18","306819640805.661","362926541764.776","400372989517.047","439898408032.37","478405261853.999","503654793696.135","487526242853.028","480267994804.158","500326029131.469","528474156265.564","535572061140.563","514714815230.269","","",
"Vietnam","VNM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99100234612.8374","105007444934.11","114086438459.183","123296329352.288","134194468418.747","146997265074.051","160726835350.597","173829422209.232","183849741835.726","192625968991.962","205700102991.85","218438890912.423","232246022174.538","248268822701.405","266979380601.316","287128975835.916","307164706021.427","329064027510.377","347694879875.925","366463093253.073","390001890710.746","414339189417.434","436081087957.563","459724894293.841","487233244248.599","519776959707.559","",
"Virgin Islands (U.S.)","VIR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"West Bank and Gaza","PSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6444318647.64724","6903516730.68451","7406004165.04786","9178728423.96431","11560387404.6056","13636289124.9561","12281582870.7516","11488843298.6773","11325996821.7719","12401562378.9094","13479752543.5817","14954393080.4409","14268928054.2385","14022503110.9328","12817945457.3714","15502124219.2051","15864480536.5856","17107576501.6453","19594339829.2496","18755698038.8829","18551000395.5424","20850070938.4224","",
"Yemen, Rep.","YEM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40115006976.1159","42639642472.2368","46139332973.5083","47985813567.6486","51211395541.5958","54114759714.1727","56622961140.4296","59584971678.2798","63164058953.7271","65548837262.1163","69601011053.782","72248387037.5168","75091528326.2722","77905506895.7779","81000456164.5499","85529797613.3848","88241442321.8446","91187319301.1396","94513440120.5946","98167546639.0082","105728712494.405","92285415711.8955","94493796674.5421","99051722973.8034","98864822047.4775","71086936232.9075","",
"Zambia","ZMB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18799289197.4642","18792496376.7301","18467212916.3046","19722479964.3625","18021328926.6461","18543527335.9243","19696665208.6335","20447897511.2511","20369020518.4869","21316218630.7254","22146980494.3683","23324506283.799","24375511897.7183","26068384830.4686","27901616655.962","29920465748.8518","32285287958.3258","34981896044.8707","37701352196.3412","41177548236.8522","45418096902.1563","47945443548.246","51588154703.0654","54198193616.0752","56743246685.4208","58400082026.6953","",
"Zimbabwe","ZWE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26485288600.9137","27950397047.5391","25430509486.5965","25697900742.4997","28071152948.5581","28115512599.2188","31028475597.4467","31860223106.5213","32779458060.4679","32511380801.9529","31516796013.3415","31970516559.7366","29127051330.2943","24176887249.033","22772805261.4588","21472231261.8404","20728971039.501","19971673934.6972","16442889532.5251","17426896293.3226","19409366289.1382","21720130515.1655","24014906671.6054","25091757935.9754","26057361624.5315","26180942292.4553","",
